csökken,decrease
tartoznak,belong
javaslat,proposal
mindez,all of this
változott,changed
kettős,dual
tudás,knowledge
eleget,satisfy
korszerű,modern
mindenki,everybody
osztrák,Austrian
kiemelkedő,outstanding
szülők,parents
felnőtt,adult
fejlesztés,development
óráig,until hours
fordul,turn
belüli,within
szerepelt,was featured
gonosz,evil
utal,refers to
fejlődés,development
együttműködés,cooperation
változik,change
tanulmány,study
felül,overhead
földön,on the ground
napra,day
adtak,were given
számtalan,countless
pénteken,on Friday
szavakat,words
interneten,on the Internet
közelebb,closer
végzi,perform
lennének,would be
szolgáltató,service provider
földi,ground
szexuális,sexual
emiatt,Because of this
ifjúsági,youth
értékben,in value
tették,have been made
források,sources
kérni,to ask
nyelvet,language
Katalin,Catherine
vesznek,they take
osztály,class
minimum,minimum
hibát,bug
esemény,event
mód,mode
plusz,plus
érzés,feeling
szánt,plow
stratégiai,strategic
hozzánk,to us
csatlakozás,connection
érkező,arriving
számukra,for them
rend,order
valakit,somebody
feltétele,requirement
határozat,decision
dönt,decide
parlamenti,parliamentary
készülék,appliance
rendes,normal
döntő,finals
alapuló,based
magyarul,in Hungarian
ezeknek,these
látogatták,have been visited
épül,build
várt,expected
emberiség,humanity
déli,southern
változat,variant
lát,see
ugyanolyan,the same
oldalról,from the side
tetején,on top
ősi,ancient
okozta,caused
felel,answer
fórumban,forum
feladatot,a task
kezdő,beginner
értékes,valuable
nehogy,not
sehol,nowhere
olvassa,read
cigány,Gypsy
hőst,hero
erő,force
szoros,tight
feletti,over
javaslatot,proposal
annak,its
szél,wind
országgyűlési,parliamentary
származik,come from
irányuló,mentive
vörös,red
korában,in his age
megjelenése,appearance
jelszót,password
értékek,values
fut,run
módszerek,methods
jelennek,are present
szét,disintegrate
egyértelmű,clear
iskolák,schools
lányok,girls
területek,areas
írásban,in writing
véleményem,my opinion
sokan,many
tekinthető,regarded
igazgató,director
regisztrálva,by registering
támogatása,support
nemzet,nation
iskolában,at school
olvas,read
vonatkozóan,in respect of
tevékenységét,its activities
vállalkozás,undertaking
vallási,religious
mindegyik,each
igényel,need
profi,professional
mentén,along
vállalatok,companies
megszokott,usable
vállalati,corporate
forrás,source
helyén,on site
letölthető,downloadable
helyszínen,on site
rendező,director
halála,her death
energia,energy
készíteni,make
ellátott,supplied
kutatás,research
nyerte,won
hatással,impact
módja,way
Orbán,Orban
köszi,thanks
Kossuth,Kossuth
honlap,website
jogtulajdonos,right -owner
régóta,long ago
nektek,for you
dollár,dollar
művészeti,artistic
lényegesen,substantially
vettek,were taken
közgyűlés,general meeting
hangsúly,emphasis
éri,ripen
alaposan,thoroughly
sárga,yellow
honlapon,website
érdekes,interesting
föld,Earth
előírt,prescribed
úgyis,anyway
amilyen,as
elért,reached
résztvevők,participants
ritka,rare
órás,watchman
tanuló,learner
vállalkozás,undertaking
kér,ask
kívüli,outside
forma,form
hír,news
szerep,role
országokban,in countries
nevezett,named
mondták,they said
hibás,wrong
elemek,elements
tartalmának,contents
lehetőségeket,opportunities
lehetetlen,impossible
századi,century
esti,evening
képzési,training
kezében,in hand
tulajdonosa,owner
leírás,description
gyártó,manufacturer
célszerű,expedient
tudták,they knew
legszebb,the most beautiful
fórumon,forum
konferencia,conference
egyfajta,a kind of
bíró,judge
jelentett,reported
szerepelnek,appear
alapon,on the ground
mára,for today
szeretettel,with love
várom,I look forward to
vették,were taken
eredményeket,results
előnnyel,advantage
részén,part of
szín,color
tettek,have been done
rád,on you
önkormányzat,municipality
amint,as soon as
felvételi,admission
közigazgatási,administrative
kérdéseket,questions
kérjük,please
izgalmas,exciting
üzenetek,messages
támogatási,subsidy
hiányában,in the absence of
legutóbbi,last
szavak,words
pályán,on track
kiválasztott,selected
mindez,all of this
arany,ratio
eltároltuk,We've stored
kár,damage
maximális,maximum
mostanában,recently
öröm,joy
eredményeként,as a result of
könnyebb,easier
húsz,twenty
írásos,written
akció,action
végleges,final
tényleges,actual
cím,title
királyi,royal
köszönjük,Thank You
küldeni,to send
használ,use
kattint,click
siker,success
felsőoktatási,higher education
szint,level
ötlet,idea
nagyszerű,That's great
áfa,VAT
bemutató,demonstration
emelkedett,elevated
látjuk,we see
szocialista,socialist
azért,therefore
használatát,to use
megelőző,prophylactic
jöttek,they came
feleség,wife
legkisebb,lowest
valóságos,real
éppen,just
Hungária,Hungary
módosító,modifying
vezette,led
olcsó,cheap
vizsga,exam
várják,are waiting for
önnek,for you
rendezvény,event
határozott,definite
hülye,stupid
állapot,condition
területeken,in areas
költségek,expenditures
semmiféle,no
környékén,around
határon,on the border
sima,smooth
kiadó,publisher
állítólag,allegedly
eljárást,procedure
kommunikáció,communication
siker,success
távol,far
hol,where
követi,follows
ábra,figure
belépés,entry
technológiai,technological
kutató,researcher
tesznek,they make
szigorú,strict
induló,starting
választás,choice
köztársaság,Republic
működik,work
folyamat,process
oldal,side
fogunk,we will
néző,viewer
lépni,step
kénytelen,be under the necessity of
közben,during
költségvetés,budget
piacra,market
média,media
mindezt,all this
kérem,Please
hétfőn,on Monday
valóság,reality
számon,count
köze,intervals
legfrissebb,latest
mennyiségű,quantity
világháború,world War
pálya,track
átfogó,comprehensive
honnan,from
létező,existing
hozzájuk,to them
üzenetet,message
tudom,I know
adatai,data
megoldani,to solve
szeret,love
próbálja,try
kezdeni,to start
nemi,some
engedély,license
elég,enough
nép,people
válogatott,assorted
dolgoznak,they work
havonta,per month
beépített,built -in
biztonságos,safe
spanyol,Spanish
összeget,amount
tanulni,to learn
kérte,asked
képviselője,representative
akkora,so much
hittem,I believed
teljesítmény,performance
építési,construction
gondolok,thinking
standard,standard
időn,on time
kora,age
valami,something
színű,coloured
informatikai,IT
hallgatói,student
fokozatosan,gradually
indított,launched
ilyenkor,at this time
hozzám,Shall I bring it
történeti,historical
sikeresen,successfully
tárgy,object
hangja,voice
pályázatok,tenders
tudtak,they knew
pusztán,purely
és,and
akarják,they want
beleértve,including
gazdája,owner
épülő,constructive
vélemények,opinions
egyszer,once
megyében,in county
gáz,gas
sport,sports
kérdezte,asked
pedagógiai,pedagogical
fejlett,advanced
fős,personal
vidéki,rural
hátha,maybe
ugyanazt,the same
téli,winter
főváros,capital
programban,in the program
épített,built
szabott,tailor -made
támogatásával,with the support of
jelentkezik,apply
rádió,radio
virtuális,virtual
bonyolult,complicated
sajtó,press
versenyt,racing
fogadta,received
szerdán,on Wednesday
tartós,persistent
érhető,touched
nemrég,recently
album,album
technika,technique
északi,Northern
szabályozás,regulation
lassú,slow
adatbázis,database
mennek,I would go
találhatók,be found
senkit,nobody
csomag,package
jogokat,rights
biztosítása,secure
szolgálja,serve
testi,physical
egyesület,association
kedden,on Tuesday
minimális,minimum
testület,panel
egyenesen,straight
jelölt,candidate
lengyel,Polish
gyorsabb,faster
pápa,pope
eredetű,derived
összege,amount
mutatják,are shown
mutatott,shown
joggal,rightly
elem,element
szöveget,text
készítette,made by
eleve,in the beginning
írás,writing
kellő,needed
kezelés,treatment
szakma,profession
roma,Rome
gyakorlatban,in practice
komplex,complex
levélben,in letter
felől,from
egyedülálló,unique
kialakított,formed
válaszolt,answered
csoda,miracle
szóba,room
ajánljuk,We recommend
következett,followed
filmek,movies
alapul,based
kerületi,district
gondot,worry
ideális,ideal
forgalom,traffic
tekintetben,in respect of
lettem,I have become
később,later
tanulmányi,study
forradalom,revolution
számban,in number
jelenség,phenomenon
szoktam,I get used to
dolgozók,workers
felében,in half
vagyis,"that is,"
folyamatban,in progress
összefüggő,connected
csinál,do
tapasztalatok,experiences
órán,in the lesson
mérték,measure
ahhoz,thereby
vizsgálat,examination
létrehozott,created
tisztában,aware
telefon,phone
múlik,pass
héttel,week
meghalt,died
mellette,beside
amiért,for which
személyre,person
manapság,nowadays
kézzel,with hand
fontosnak,important
hatását,the effect of
kártya,card
gondolat,thought
címét,title
vallás,religion
szobás,bedroom
válaszolni,to reply
elsődleges,primary
SZDSZ,SZDSZ
irányba,in direction
nézett,watched
fővárosi,capital
process,process
szabadság,freedom
hívják,call
szokás,habit
szerencsére,fortunately
elsőként,first
párhuzamosan,parallel
kilenc,nine
stb,etc.
külföldön,abroad
ablak,window
országgyűlés,parliament
minek,for what
szar,stem
részében,part of
növekvő,growing
szűk,narrow
fogjuk,we'll take
hívja,call
helyére,in place
lapot,sheet
államok,states
értéket,value
formája,shape
lépés,step
provides,provides
megváltozott,changed
legyen,be
Németh,Németh
éjjel,night
hangot,sound
levegő,air
előadást,lecture
végtelen,endless
szövetség,covenant
tájékoztatást,information
ennyit,so much
mindenütt,everywhere
nagyjából,roughly
kitűnő,excellent
mégpedig,and
szeme,his eye
egymáshoz,to each other
művészet,art
közgyűlés,general meeting
szervek,organs
library,library
tartották,was held
színház,theater
tevékenysége,activity
ugyanis,because
vajon,whether
telt,full
olyanok,they are
féle,kind of
egyenlő,equal
igyekszik,strive
múzeum,museum
keletkezett,formed
ben,in
gyorsabban,faster
jelentkező,candidate
egymásra,on each other
bármelyik,any
hajó,ship
részletesen,in detail
jogszabály,legislation
Árpád,Árpád
access,Access
embereknek,for people
fiúk,boys
jelentősége,importance
hátrányos,disadvantageous
several,Several
örülök,I am glad
szerezni,get
ismerem,I know
költő,poet
hivatalosan,officially
utcán,on the street
fölé,above
globális,global
stabil,stabile
bizonyult,proved
mértékű,degree
mindjárt,just
lényegében,essentially
bank,bank
hónapos,month -old
tettem,I did
interface,interface
srác,guy
akarjuk,We want to
kapunk,we get
egyéb,other
alkotó,creative
választani,choose
amiről,about
meghatározása,definition
régió,region
kiadás,expenditure
indokolt,justified
mindenesetre,anyway
mire,by the time
bei,bei
kód,mist
nyilvánosságra,public
illető,person
hogyha,that
foglalkozni,to deal with
percig,minutes
művész,artist
berendezések,equipment
web,web
hallani,Hear
gondolod,you think
fogadja,receive
jol,well
szomszédos,adjacent
szomorú,sad
segítő,helper
programokat,programs
addig,until
ifjú,young
emellett,in addition
kérdésekre,to questions
rejtett,hidden
kedvéért,for the sake of
állítani,set
míg,while
távon,in distance
akarunk,we want
hétvégén,on the weekend
antal,Antal
helyzete,position
könyvek,books
back,back
beállítása,setup
régebbi,older
hátra,back
olvasó,reading
integrált,integrated
szembe,face
távú,distance
para,para
központ,center
ötödik,fifth
vicc,joke
gazdasági,economic
gépet,machine
válnak,become
első,first
írd,write
változtatni,change
különösen,in particular
közti,between
fórumot,forum
általános,general
csütörtökön,on Thursday
jók,goods
azóta,since then
túli,beyond
mekkora,how big
hagyja,leave
könnyedén,lightly
semmi,nothing
mozgalom,movement
mail,mail
koncert,concert
kezelni,to treat
abban,there
fejezet,chapter
találtak,were found
igencsak,very much
meglepő,surprising
száraz,dry
tartalmi,content
kijelölt,designated
magától,by himself
latin,Latin
egyidejűleg,at the same time
torta,cake
kis,small
hangzik,sound
kezdtem,I began
írok,I write
döntést,make
várnak,are waiting for
ahonnan,from where
példát,an example
tulajdonos,owner
intézményi,institutional
inkább,rather
senkinek,to anyone
kosár,basket
bármi,any
kifejezés,expression
kezét,hand
javasolt,recommended
összesen,altogether
máshol,elsewhere
port,dust
életének,life
igényes,demanding
nyitva,open
csapatok,troops
forró,hot
biológiai,biological
hivatal,office
böngészi,browser
varga,Shoemaker
kapcsolódik,connects
dokumentumok,documents
tárgyak,things
kint,outdo
számában,in his number
bruttó,gross
utcában,on the street
endre,endre
ugrás,jump
alkalmával,on the occasion
hatást,impact
magazin,magazine
küldd,send
szakember,specialist
kicsit,a bit
részletek,details
részvétel,participation
fekszik,lie
járnak,they walk
felhasználókat,users
színházi,theatrical
világszerte,worldwide
klub,club
terjed,spread
összhangban,in accordance with
vendégek,guests
alakú,shaped
százalékát,a percentage of
given,Given
tanárok,teachers
olykor,sometimes
akivel,with whom
ifjúsági,youth
olyat,like
csendes,quiet
területet,area
erőt,force
hetente,weekly
megjelent,appeared
szovjet,Soviet
püspök,bishop
törvényben,by law
demokratikus,democratic
tőlük,from them
amelyre,on which
jel,signal
átmeneti,temporary
villamos,tram
fordított,reverse
illik,fit
tárca,wallet
jegy,ticket
hagyta,let it
molnár,miller
műsor,show
felesleges,unnecessary
kiadása,release
hamarabb,earlier
rendszere,system
rosszabb,worse
gyakori,frequent
ingatlan,real estate
jogát,right
találta,found
nap,Sun
ellenőrzés,control
halálos,deadly
politikus,politician
ismerik,they know
perces,minutely
fekvő,lying
gondolkodás,thinking
közzé,publish
adták,were given
java,Java
igazából,truly
reggeli,breakfast
megoldások,solutions
noha,although
forduló,turn
állást,stand
autót,car
általuk,through them
készítése,prepare
nyugodt,calm
erdélyi,Transylvanian
túlságosan,too
bek,bek
állami,state
tilos,forbidden
eladó,seller
feb,feb
egészében,as a whole
tartalmaznak,they contain
Szeged,Szeged
unalmas,boring
egyik,one
számok,numbers
magunk,ourselves
egyház,church
vesszük,We'll take it
növekedés,growth
hova,where
emellett,in addition
felsorolt,listed
egyúttal,at the same time
bácsi,Uncle
utazás,travel
tudományos,scientific
látják,they see
isten,God
színész,actor
határidő,deadline
bűn,sin
valamivel,something
célú,purpose
érthető,understandable
normál,normal
akarod,do you want
lehetőleg,preferably
művészi,artistic
csapata,team
tőlem,from me
jelentkezett,applied
megvalósítása,implementation
egészet,all the whole
szeretnél,you want
érezte,felt
elismert,acknowledged
törvények,laws
mért,because
durva,rough
kaptál,you got
megrendezésre,on the basis of
névre,by name
szerettem,I loved
mélyen,deep
apja,father
folyt,rushed
találunk,we'll find
keresett,sought
anyagokat,materials
szélesebb,wider
klub,club
szemét,junk
csökkenti,reduce
tel,winter
tegnapi,yesterday
bekezdésében,in paragraph
cseh,Czech
csakis,only
tanult,learned
special,specialty
kapja,get
ülésén,in his seat
színház,theater
jártam,I went
tanács,advice
kis,small
házban,in house
órától,from hour
szerencsére,fortunately
szerv,body
szert,agent
kéri,asks
futó,heating
istennek,to God
rajtuk,on them
idősebb,elder
hete,a week ago
találták,was found
tartalmát,contents
délelőtt,morning
bizonyára,surely
mögé,behind
írj,write
ahová,where
számának,number
képviselők,representatives
kelt,dated
azokkal,with those
hazánk,our country
hamis,false
vér,blood
tegye,put
érinti,touch
műanyag,plastic
vezeti,lead
terméket,product
kezelése,his treatment
können,robe
fejlesztők,developers
amíg,until
pályázó,candidate
elvileg,in theory
növények,plants
munkák,works
közepes,medium
szolgáltatásokat,services
problémád,problem
kérek,wheel
korban,at age
gyári,factory
nemes,noble
feltételeket,conditions
vállalkozó,entrepreneur
sokféle,diverse
oldalakon,on sides
minisztérium,ministry
bennük,in them
mind,all
teszt,test
bemutatott,presented
azonnali,immediate
témához,to the subject
alkalmazható,applicable
okok,reasons
bekezdésben,in paragraph
alapos,thorough
őszi,autumn
eszközöket,assets
tök,pumpkin
hatóság,authorities
igaza,truth
munkatársai,co -workers
típus,type
Medgyessy,Medgyessy
várni,wait
véleményt,opinion
pap,priest
támogatott,supported
hölgy,Lady
pártok,parties
bármit,anything
beszélgetés,talk
mentem,I went to
felújított,renovated
jellemzi,characterize
helyesen,correctly
mester,master
tűz,fire
szoftvert,software
Jézus,Jesus
látványos,spectacular
elengedhetetlen,indispensable
baráti,friendly
találja,find
újat,new
Judit,Judith
időnként,sometimes
végző,ender
választások,elections
arányban,in proportion
beruházás,investment
vagyon,wealth
mindenhol,everywhere
szempont,point of view
minőség,quality
versenyen,in competition
összefüggésben,in context
cikket,article
otthoni,home
bemutatása,demonstration
létrehozása,creation
tavaszi,spring
anya,maternal
pontosabban,more precisely
por,powder
programs,program
beszélve,to speak
érdemes,worth
másodközlése,secondary
közülük,among them
ettől,from this
újból,again
national,national
teve,camel
legtöbbször,mostly
célok,goals
éjszakai,overnight
linkre,to the link
főbb,main
közelmúltban,recently
kht.,kht.
készülő,preparing
vállalt,committed
diák,student
kerülhet,can be avoided
kerülni,to avoid
nyár,summer
jogszabályok,legislation
legközelebb,next time
készültek,were made
funkció,function
ereje,power
amin,amin
országot,country
röviden,short
Széchenyi,Széchenyi
általunk,through us
bátran,bravely
research,Research
come,come
mérkőzés,match
családok,families
újság,newspaper
beszéd,speech
ellene,against
számos,numerous
ellátás,supply
hangsúlyozta,emphasized
mutatta,showed
einem,einem
másikat,another
erővel,by force
csomó,knot
szerves,organic
hihetetlen,incredible
résztvevő,participant
táblázat,spreadsheet
stratégia,strategy
alkalmazások,applications
önkéntes,voluntary
kocsi,car
mindkét,both
kizárólagos,exclusive
percben,in minutes
forgalomba,on the market
keveset,few
hetes,seven
alapító,founder
olcsóbb,cheaper
térkép,map
hatósági,regulatory
káros,harmful
ilyesmi,something like that
mer,dare
erősebb,stronger
rögzített,fixed
ezenkívül,Besides that
jegyében,in the spirit of
web,web
varázslatot,magic
utána,after
gondolta,thought
SMS,SMS
éles,sharp
vers,poem
valamikor,sometime
dal,song
melletti,beside
támogató,supportive
édes,sweet
későbbiekben,later
dolga,work
másképp,differently
hatás,effect
nyújtani,to stretch
átlagosan,average
módosított,modified
megadni,to give
képen,on the picture
tényleg,indeed
vékony,thin
honlapján,on your website
teljesen,completely
anyanyelvű,native
eszközökkel,by means of means
harc,fight
okból,for a reason
alkalmából,on the occasion
eredményes,successful
köszi,thanks
mégis,in spite of that
szlovák,Slovak
jöhet,can come
állította,set
végezni,finish
tartalom,content
szerzők,authors
használatával,by using
találkozó,meeting
ajtó,door
betegségek,diseases
illő,volatile
álltak,were standing
keresi,seek
hal,fish
hozzászólására,to comment
lefelé,down
szex,sex
fantasztikus,fantastic
mondható,saying
nyomtatott,printed
tartjuk,we keep
csatorna,channel
történetét,in the story of
szak,Major
uralkodó,ruling
tényező,factor
nyilatkozta,declared
teli,winter
leggyakoribb,most common
élmény,experience
megnézni,watch
megtörtént,happened
irányban,in the direction of
teret,space
arany,ratio
irányár,price price
oktatási,educational
támadással,with an attack
debreceni,Debrecen
mutató,index
egymásnak,to each other
leírt,written
működése,function
újonnan,newly
mindenesetre,anyway
adhat,can
biztos,sure
létrehozni,to create
felek,I'm afraid
kar,damage
egyenes,straight
szólva,to say
község,village
szinte,almost
social,social
zajlik,take place
hősöd,hero
szorosan,close
könyvtár,library
mondjuk,let's say
másként,otherwise
felhasználható,usable
tapasztalat,experience
foglaltak,busy
védelmi,defense
nehezebb,harder
ünnepi,festive
tehet,can
igazad,be right
professzor,professor
elfogadta,accepted
szigorúan,strictly
bizonyítja,demonstrate
honlapja,website
köszönhető,due
jutnak,they get in
részének,part of
népi,folk
egyre,and
jobbra,right
szakértők,experts
vezetésével,by guiding
feje,head
szakértői,expert
fogalma,idea
szeretett,lovely
könyve,book
eredményei,results
nevelés,education
találsz,you will find
mailben,mail
okos,clever
DVD,DVD
tartunk,We're holding
képezi,form
zene,music
irányába,in the direction of
harminc,thirty
angolul,in English
leveleket,letters
iroda,office
vezetők,leaders
magyarság,Hungarians
fogsz,you are going
van,have
konyha,kitchen
ülés,seat
tisztelt,respected
kutatások,research
könyv,book
melyen,deep
választotta,chosen
tisztán,purely
gyakorlat,exercise
folytatni,continue
rövidebb,shorter
értünk,ours
vehető,obtainable
fizetési,payment
terem,room
használnak,are used
önmagát,self
érzelmi,emotional
magához,to himself
portál,portal
dollárt,dollar
jellegzetes,characteristic
előtt,before
központi,central
bőr,wine
viszonyok,context
hagyott,left
tartottak,were held
demokrácia,democracy
keresés,search
esetek,cases
akad,lags
tekinti,look at
váltak,have become
állapota,its state
nettó,net
játékok,games
halad,move
állni,stand
azokra,to those
ezekkel,with these
követte,followed
problémákat,problems
szerkesztőség,editorial staff
kritikus,critic
középkori,medieval
jutottak,they have come
felszerelt,equipped
gépen,machine
hiteles,authentic
értékét,value
valószínű,likely
linkek,links
egyes,individual
kötelezettség,obligation
öröm,joy
jutni,to get
orvosok,doctors
működnek,work
igények,needs
befolyásolja,influence
hónapja,month
rendőr,policeman
leszel,you will be
értelmes,intelligent
gondolom,I think
szolgálat,service
maradtak,have been left
vállalja,to take
helyzetbe,in position
valamiféle,sort of
barna,brown
vállalunk,We're going to take
jelek,signs
támogatások,subsidies
rendszerint,usually
hagyni,to leave
védelme,defense
előadások,presentations
kezdeti,initial
sebezve,wounded
külön,separate
bír,bear
ötven,fifty
helyzetét,the position of
biztosítási,insurance
csak,just
akadémia,academy
valóban,indeed
könnyebben,easier
növeli,increase
szabályokat,rules
követ,follow
szerinte,he said
soron,in turn
Petőfi,Petofi
felhasználóknak,to users
távközlési,telecommunication
néztem,I watched
aláírás,signature
érdekelt,interested
korlátozott,limited
Jenő,Jeno
férje,her husband
Anna,Anna
földrajzi,geographical
felmérés,survey
testét,body
vezetése,led
létrejött,created
forgalmi,traffic
felmerült,raised
nevezte,named
csengőhang,ringtone
felsőfokú,advanced
pillanat,moment
készülnek,are prepared
néha,sometimes
témája,theme
kulturális,cultural
vastag,thick
parancsot,command
kényelmes,comfortable
PHP,Php
BBCode,Bbcode
érdeklődés,interest
név,name
bizonnyal,certainly
elhelyezett,placed
elfogadja,accept
elsősorban,primarily
mondat,sentence
ügyében,in case
feltételeit,the conditions of
simán,smooth
hasonlít,compare
tömeg,crowd
szeretnének,they would like to
csoportba,in group
gomb,orb
idős,elderly
ketten,two of us
járni,to walk
napok,days
tekinteni,to consider
összetett,complex
különbséget,difference
üzeneteket,messages
szegedi,from Szeged
ugyanazon,on the same
interneten,on the Internet
önállóan,independently
hangulat,vibe
béke,peace
kategória,category
árt,harms
jelentés,report
pályára,on track
ide,here
pontok,points
feltételei,conditions
mesterséges,artificial
készen,ready
álláspontját,his position
esélye,chance
fogyasztói,consumer
kijelentette,declared
adatot,data
jelentő,report
results,results
dolláros,dollar
elküldjük,we will send
zavar,confusion
alkotott,created
mintha,as if
vegye,take
vegyes,mixed
földre,on the ground
tagjainak,members
iroda,office
eltelt,end
üzlet,business
legendás,legendary
adunk,We'll give you
késő,late
egyén,individual
vinni,to take
főiskolai,college
maradnak,they remain
szabvány,standard
vezetés,management
kér,ask
szerencsés,lucky
bor,wine
versenyző,competitor
átlag,average
szombat,Saturday
használjuk,we use it
leszünk,we will be
fogod,you will
szintjén,level
szeretnek,they love
tanulás,learning
politikusok,politicians
tükrözik,reflect
szenvedett,suffered
statisztikai,statistical
kerület,district
közölt,communicated
keresünk,we search
gyere,come
birtokában,in possession of
halott,dead
köt,bond
szürke,gray
elindult,has started
iskola,school
megyünk,we're going
igenis,yes
Ágnes,Ágnes
módosítása,modification
ellenében,against
okozhat,can cause
mit,what
ezekben,in these
tárgyi,objective
ült,sit
támogatására,to support
eljárások,procedures
látták,have been seen
parlament,parliament
nézzük,let's see
megtalálja,find
kísérleti,experimental
helyeken,in places
kereső,search engine
tudod,you know
másnap,the next day
neves,renowned
kérdésben,on the question
hírlevelünkre,to our newsletter
szépségápolás,beauty
tenger,sea
újabb,newer
bőven,abundant
bejelentkezve,by logging
mentek,you go
lépéseket,steps
túl,over
keretek,frames
dinamikus,dynamic
haladó,advanced
közszolgálati,public service
kémiai,chemical
hatályba,into force
kellemetlen,unpleasant
uram,sir
mozgás,move
Debrecen,Debrecen
hadd,let me
memória,memory
megmaradt,left
hirdetés,ad
tuti,sure
szept.,Sep.
leendő,prospective
mindenkinek,for everyone
törvényt,law
szakasz,platoon
történhet,can happen
készít,make
kívánok,I wish
javára,in favor of
igényt,claim
híreket,rumors
tudna,could
utazási,travel
ellentétes,opposite
esetleg,possibly
foglalkozott,was occupied with
lelkes,enthusiastic
területe,area
térség,region
kölcsönös,mutual
szoftverek,software
többféle,multi -type
javítása,repair
vizsgált,examined
megjegyzés,comment
erők,forces
továbbá,in addition
mennyit,how much
kaptunk,we got
képtelen,incapable
vetett,sowed
alapított,founded
elég,enough
akik,who
lévén,be
kezdi,start
szerep,role
berendezés,equipment
játékosok,players
kormányzat,government
processzor,processor
szép,beautiful
mindenre,for everything
télen,in winter
arány,ratio
fejlődése,development
érzékeny,sensitive
idővel,with time
halt,dead
Simon,Simon
folytatja,He continues
bent,inside
számítástechnikai,computing
fed,cover
bajnoki,champion
engem,me
neked,thee
állunk,we stand
verziója,version
elküldöm,I send it
kérdésed,question
következménye,consequence
meghaladja,exceed
engedélyt,permission
programja,program
igénylő,demanding
bécsi,Vienna
nyilvánvaló,obvious
végett,for
idén,this year
picit,a little
elterjedt,widespread
után,after
alábbiakban,in the following
államokban,in states
látod,you see
látszott,seemed
épületek,buildings
Matáv,Matáv
vidám,happy
őszinte,honest
gyártók,manufacturers
baleset,accident
szerelmes,lover
farkas,wolf
kivétel,exception
Bálint,Ballint
várunk,we wait
bajnok,champion
végre,finally
katona,soldier
bemutatni,to showcase
tárgyalások,negotiations
választották,was chosen
listája,list
részvételi,participation
frissen,fresh
GSM,GSM
tényezők,factors
sorra,in turn
felület,surface
írott,written
következők,as follows
alkalmazás,application
visszatért,came back
tudomásul,acknowledge
faj,species
téve,camel
elhangzott,taught
termékeket,products
házi,homemade
automatikus,automatic
elérte,reached
komolyabb,more serious
áruház,store
tudtuk,we knew
növekedése,increase
felét,half of
nagyot,great
minél,as
mégiscsak,yet
rövid,short
célt,target
gyakran,often
tevékenységek,activities
eredményeit,the results of
végezte,graduated
élünk,We live
tanári,teacher
mindenkori,at all times
vallásos,religious
BSD,Bsd
olvasás,reading
szóban,orally
felhasználásával,using
Ádám,Adam
igénye,need
előnye,its advantage
bizonytalan,insecure
ezekre,for these
játszanak,they play
írd,write
települések,settlements
október,October
változást,change
Norbi,Norbi
pontban,point
Róbert,Robert
alján,at the bottom
mérete,size
megjelölt,marked
gondolatok,thoughts
szolgáltatások,services
leírása,description
érdekeit,interests
védelem,protection
szövegek,texts
derül,become clear
árát,reap
alkalom,occasion
közöttük,among them
szintre,level
oldali,side
kommunista,Communist
évesen,at the age of
szobában,in the room
egykor,once
hibák,mistakes
sajna,Unfortunately
privát,private
ügyvezető,executive
egyszerűbb,easier
hamarosan,soon
elképzelhető,conceivable
Mátyás,Matthias
ily,Ily
szeretnéd,you would like
rendszerváltás,change of regime
növekszik,grow
eltűnt,disappeared
bocs,sorry
bevezetése,introduction
enyém,mine
modellek,models
eleme,element
jelszavad,password
bíróság,court
intézkedések,provisions
támadás,attack
kevesen,few
számító,calculating
tapasztalt,experienced
biztonság,safety
fordítva,vice versa
sorsa,fate
építeni,build
témákat,topics
programmal,with a program
helyébe,replace
hatású,impact
útra,on the way
elment,went
postai,postal
vízzel,water
holott,although
várost,city
foglalkoznak,are dealt with
neten,net
elkövetett,committed
miről,about what
kapitány,captain
szavazást,vote
hatályos,applicable
szótár,dictionary
hálózatok,networks
maradjon,to stay
ilyenek,they are
csatlakozási,connection
tartva,holding
beszélnek,they speak
tölti,fill
találkozik,come across
szeretik,they love
stílus,style
buli,party
nyomon,trace
szellem,spirit
képe,imagery
hagyjuk,forget it
folytatta,he continued
gondoskodik,take care
fiatalabb,younger
belföldi,domestic
fejlesztési,developmental
sérült,injured
fiam,my son
fák,trees
látogatta,visited
teszem,I will make
balra,left
vonal,line
játszó,playful
felfelé,up
munkával,by work
fájl,file
lakossági,residential
maga,itself
véli,believe
érdeklődők,those interested
felhasználni,to use
megtekintéséhez,to see
formátumban,in format
nevezik,be called
előre,forward
működésének,function
híd,bridge
partján,coast
életem,my life
közepette,in the midst of
céllal,aim
végez,perform
közeljövőben,in the near future
alkotmányos,constitutional
ismét,again
válaszul,in response
hozták,have been brought
alapítvány,foundation
nemcsak,not only
hozzászólásra,post
MÁV,Máv
jelezte,indicated
ingyenesen,free
figyelem,Attention
hiába,in vain
szereplők,actors
lapok,pages
kidolgozott,elaborate
kezdtek,they started
gondolni,to think
követni,follow
nyilvánvalóan,obviously
tárgya,object
alternatív,alternative
megjelenés,appearance
ugyancsak,also
maradni,stay
pesti,Pest
bírósági,judicial
rajtam,on me
anyanyelvi,native
próbáltam,I tried
barátja,Friend
menj,go
mozog,move
fejlődő,developing
keze,hand
szöveges,textual
forinttal,forint
szembeni,opposite
hónappal,month
megállapított,established
